Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.5900         -911.290     -916.477        5.187   323.6
1.5910         -911.308     -916.419        5.111   318.9
1.5920         -911.321     -916.346        5.025   313.5
1.5930         -911.330     -916.266        4.936   307.9
1.5940         -911.335     -916.183        4.848   302.5
1.5950         -911.335     -916.104        4.768   297.5
1.5960         -911.332     -916.033        4.701   293.3
1.5970         -911.325     -915.975        4.650   290.1
1.5980         -911.317     -915.934        4.618   288.1
1.5990         -911.307     -915.914        4.607   287.4
1.6000         -911.297     -915.914        4.617   288.0
1.6010         -911.288     -915.935        4.647   289.9
1.6020         -911.281     -915.977        4.696   293.0
1.6030         -911.276     -916.037        4.761   297.0
1.6040         -911.275     -916.112        4.837   301.8
1.6050         -911.279     -916.200        4.921   307.0
1.6060         -911.286     -916.294        5.008   312.5
1.6070         -911.298     -916.392        5.094   317.8
1.6080         -911.314     -916.487        5.174   322.8
1.6090         -911.333     -916.576        5.242   327.1
1.6100         -911.356     -916.652        5.296   330.4
1.6110         -911.381     -916.712        5.331   332.6
1.6120         -911.408     -916.752        5.345   333.5
1.6130         -911.435     -916.770        5.335   332.8
1.6140         -911.460     -916.762        5.302   330.8
1.6150         -911.484     -916.729        5.245   327.3
1.6160         -911.504     -916.673        5.169   322.5
1.6170         -911.520     -916.596        5.076   316.7
1.6180         -911.532     -916.503        4.971   310.1
1.6190         -911.538     -916.398        4.860   303.2
1.6200         -911.538     -916.288        4.750   296.4
1.6210         -911.533     -916.181        4.648   290.0
1.6220         -911.523     -916.086        4.563   284.7
1.6230         -911.510     -916.013        4.504   281.0
1.6240         -911.494     -915.974        4.481   279.6
1.6250         -911.477     -915.979        4.502   280.9
1.6260         -911.463     -916.034        4.571   285.2
1.6270         -911.454     -916.140        4.686   292.4
1.6280         -911.450     -916.290        4.839   301.9
1.6290         -911.455     -916.472        5.017   313.0
1.6300         -911.470     -916.672        5.202   324.6
1.6310         -911.493     -916.873        5.380   335.6
1.6320         -911.525     -917.059        5.535   345.3
1.6330         -911.564     -917.220        5.656   352.9
1.6340         -911.608     -917.345        5.737   358.0
1.6350         -911.655     -917.428        5.773   360.2
1.6360         -911.703     -917.466        5.763   359.5
1.6370         -911.750     -917.457        5.706   356.0
1.6380         -911.793     -917.401        5.608   349.9
1.6390         -911.831     -917.302        5.471   341.4
1.6400         -911.861     -917.165        5.305   331.0
1.6410         -911.882     -916.997        5.116   319.2
1.6420         -911.893     -916.807        4.914   306.6
1.6430         -911.894     -916.602        4.708   293.7
1.6440         -911.885     -916.394        4.509   281.3
1.6450         -911.866     -916.190        4.324   269.8
1.6460         -911.839     -916.000        4.162   259.7
1.6470         -911.804     -915.833        4.029   251.4
1.6480         -911.762     -915.694        3.931   245.3
1.6490         -911.717     -915.589        3.872   241.5
1.6500         -911.670     -915.522        3.852   240.3
1.6510         -911.622     -915.494        3.872   241.6
1.6520         -911.576     -915.506        3.930   245.2
1.6530         -911.534     -915.556        4.022   250.9
1.6540         -911.497     -915.640        4.143   258.5
1.6550         -911.467     -915.752        4.285   267.4
1.6560         -911.444     -915.885        4.441   277.1
1.6570         -911.429     -916.031        4.602   287.1
1.6580         -911.422     -916.180        4.759   296.9
1.6590         -911.422     -916.325        4.903   305.9
1.6600         -911.429     -916.457        5.028   313.7
1.6610         -911.442     -916.569        5.127   319.9
1.6620         -911.460     -916.657        5.197   324.2
1.6630         -911.480     -916.716        5.236   326.7
1.6640         -911.502     -916.747        5.246   327.3
1.6650         -911.523     -916.752        5.228   326.2
1.6660         -911.544     -916.734        5.190   323.8
1.6670         -911.562     -916.700        5.139   320.6
1.6680         -911.577     -916.661        5.083   317.2
1.6690         -911.590     -916.623        5.033   314.0
1.6700         -911.600     -916.595        4.995   311.6
1.6710         -911.609     -916.583        4.974   310.3
1.6720         -911.617     -916.587        4.970   310.1
1.6730         -911.625     -916.606        4.981   310.8
1.6740         -911.634     -916.638        5.003   312.1
1.6750         -911.645     -916.676        5.031   313.9
1.6760         -911.656     -916.716        5.060   315.7
1.6770         -911.670     -916.755        5.086   317.3
1.6780         -911.684     -916.789        5.105   318.5
1.6790         -911.699     -916.815        5.116   319.2
1.6800         -911.714     -916.832        5.118   319.3
1.6810         -911.730     -916.839        5.109   318.8
1.6820         -911.744     -916.835        5.091   317.6
1.6830         -911.758     -916.823        5.065   316.0
1.6840         -911.770     -916.802        5.032   314.0
1.6850         -911.781     -916.777        4.996   311.7
1.6860         -911.789     -916.748        4.959   309.4
1.6870         -911.796     -916.720        4.924   307.2
1.6880         -911.801     -916.694        4.892   305.2
1.6890         -911.805     -916.671        4.867   303.6
1.6900         -911.807     -916.655        4.847   302.4
1.6910         -911.809     -916.644        4.835   301.6
1.6920         -911.810     -916.640        4.830   301.3
1.6930         -911.811     -916.643        4.831   301.4
1.6940         -911.813     -916.652        4.840   302.0
1.6950         -911.814     -916.669        4.854   302.9
1.6960         -911.817     -916.692        4.875   304.1
1.6970         -911.821     -916.720        4.899   305.7
1.6980         -911.826     -916.753        4.927   307.4
1.6990         -911.833     -916.789        4.957   309.3
1.7000         -911.841     -916.826        4.985   311.0
1.7010         -911.850     -916.860        5.010   312.6
1.7020         -911.860     -916.890        5.030   313.8
1.7030         -911.872     -916.912        5.041   314.5
1.7040         -911.883     -916.925        5.042   314.6
