Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
3.4500        -437.8856    -441.5574       3.6717   315.6
3.4510        -437.8948    -441.5657       3.6710   315.6
3.4520        -437.9036    -441.5603       3.6567   314.3
3.4530        -437.9114    -441.5410       3.6296   312.0
3.4540        -437.9177    -441.5087       3.5911   308.7
3.4550        -437.9218    -441.4653       3.5436   304.6
3.4560        -437.9234    -441.4138       3.4904   300.0
3.4570        -437.9223    -441.3581       3.4358   295.3
3.4580        -437.9186    -441.3028       3.3842   290.9
3.4590        -437.9123    -441.2528       3.3405   287.1
3.4600        -437.9041    -441.2130       3.3089   284.4
3.4610        -437.8947    -441.1879       3.2932   283.1
3.4620        -437.8848    -441.1812       3.2963   283.4
3.4630        -437.8756    -441.1951       3.3196   285.3
3.4640        -437.8678    -441.2308       3.3630   289.1
3.4650        -437.8626    -441.2877       3.4250   294.4
3.4660        -437.8609    -441.3639       3.5030   301.1
3.4670        -437.8633    -441.4565       3.5932   308.9
3.4680        -437.8704    -441.5618       3.6914   317.3
3.4690        -437.8826    -441.6759       3.7934   326.1
3.4700        -437.8998    -441.7949       3.8951   334.8
3.4710        -437.9220    -441.9149       3.9929   343.2
3.4720        -437.9490    -442.0329       4.0839   351.1
3.4730        -437.9803    -442.1461       4.1657   358.1
3.4740        -438.0156    -442.2522       4.2365   364.2
3.4750        -438.0542    -442.3494       4.2953   369.2
3.4760        -438.0954    -442.4366       4.3412   373.2
3.4770        -438.1387    -442.5129       4.3742   376.0
3.4780        -438.1834    -442.5779       4.3946   377.8
3.4790        -438.2288    -442.6317       4.4029   378.5
3.4800        -438.2744    -442.6746       4.4001   378.2
3.4810        -438.3197    -442.7073       4.3876   377.2
3.4820        -438.3642    -442.7310       4.3667   375.4
3.4830        -438.4075    -442.7465       4.3390   373.0
3.4840        -438.4493    -442.7552       4.3059   370.1
3.4850        -438.4894    -442.7580       4.2686   366.9
3.4860        -438.5275    -442.7557       4.2282   363.5
3.4870        -438.5636    -442.7488       4.1853   359.8
3.4880        -438.5974    -442.7379       4.1404   355.9
3.4890        -438.6291    -442.7230       4.0940   351.9
3.4900        -438.6583    -442.7045       4.0462   347.8
3.4910        -438.6851    -442.6827       3.9976   343.6
3.4920        -438.7095    -442.6579       3.9484   339.4
3.4930        -438.7314    -442.6304       3.8990   335.2
3.4940        -438.7509    -442.6006       3.8497   330.9
3.4950        -438.7679    -442.5688       3.8009   326.7
3.4960        -438.7825    -442.5356       3.7531   322.6
3.4970        -438.7947    -442.5015       3.7068   318.6
3.4980        -438.8047    -442.4672       3.6626   314.8
3.4990        -438.8124    -442.4338       3.6214   311.3
3.5000        -438.8183    -442.4028       3.5845   308.1
3.5010        -438.8223    -442.3757       3.5534   305.4
3.5020        -438.8250    -442.3548       3.5298   303.4
3.5030        -438.8266    -442.3423       3.5157   302.2
3.5040        -438.8278    -442.3405       3.5127   301.9
3.5050        -438.8291    -442.3515       3.5224   302.8
3.5060        -438.8311    -442.3770       3.5459   304.8
3.5070        -438.8346    -442.4185       3.5838   308.1
3.5080        -438.8403    -442.4762       3.6359   312.5
3.5090        -438.8488    -442.5500       3.7011   318.1
3.5100        -438.8609    -442.6386       3.7777   324.7
3.5110        -438.8769    -442.7400       3.8631   332.1
3.5120        -438.8974    -442.8513       3.9539   339.9
3.5130        -438.9225    -442.9689       4.0465   347.8
3.5140        -438.9521    -443.0887       4.1366   355.6
3.5150        -438.9862    -443.2063       4.2201   362.8
3.5160        -439.0242    -443.3174       4.2932   369.0
3.5170        -439.0656    -443.4180       4.3524   374.1
3.5180        -439.1097    -443.5049       4.3952   377.8
3.5190        -439.1555    -443.5753       4.4198   379.9
3.5200        -439.2022    -443.6275       4.4253   380.4
3.5210        -439.2487    -443.6604       4.4116   379.2
3.5220        -439.2943    -443.6736       4.3794   376.4
3.5230        -439.3378    -443.6675       4.3298   372.2
3.5240        -439.3785    -443.6431       4.2646   366.6
3.5250        -439.4157    -443.6020       4.1862   359.8
3.5260        -439.4488    -443.5464       4.0976   352.2
3.5270        -439.4773    -443.4795       4.0022   344.0
3.5280        -439.5009    -443.4052       3.9042   335.6
3.5290        -439.5197    -443.3275       3.8078   327.3
3.5300        -439.5337    -443.2507       3.7170   319.5
3.5310        -439.5434    -443.1786       3.6352   312.5
3.5320        -439.5492    -443.1141       3.5649   306.4
3.5330        -439.5518    -443.0590       3.5072   301.5
3.5340        -439.5517    -443.0139       3.4623   297.6
3.5350        -439.5495    -442.9782       3.4287   294.7
3.5360        -439.5460    -442.9501       3.4042   292.6
3.5370        -439.5413    -442.9269       3.3856   291.0
3.5380        -439.5357    -442.9053       3.3696   289.6
3.5390        -439.5294    -442.8823       3.3529   288.2
3.5400        -439.5222    -442.8550       3.3329   286.5
3.5410        -439.5138    -442.8217       3.3079   284.3
3.5420        -439.5041    -442.7812       3.2771   281.7
3.5430        -439.4928    -442.7332       3.2404   278.5
3.5440        -439.4795    -442.6778       3.1983   274.9
3.5450        -439.4640    -442.6157       3.1518   270.9
3.5460        -439.4461    -442.5483       3.1022   266.7
3.5470        -439.4256    -442.4770       3.0513   262.3
3.5480        -439.4027    -442.4037       3.0010   258.0
3.5490        -439.3773    -442.3306       2.9533   253.9
3.5500        -439.3495    -442.2596       2.9101   250.1
3.5510        -439.3198    -442.1929       2.8732   247.0
3.5520        -439.2883    -442.1325       2.8442   244.5
3.5530        -439.2556    -442.0800       2.8245   242.8
3.5540        -439.2221    -442.0370       2.8150   242.0
3.5550        -439.1883    -442.0046       2.8163   242.1
3.5560        -439.1548    -441.9835       2.8287   243.1
3.5570        -439.1222    -441.9739       2.8518   245.1
3.5580        -439.0909    -441.9759       2.8850   248.0
3.5590        -439.0615    -441.9889       2.9274   251.6
3.5600        -439.0343    -442.0120       2.9776   256.0
3.5610        -439.0098    -442.0439       3.0341   260.8
3.5620        -438.9882    -442.0831       3.0948   266.0
3.5630        -438.9697    -442.1277       3.1580   271.5
3.5640        -438.9544    -442.1761       3.2217   276.9
3.5650        -438.9422    -442.2260       3.2838   282.3
3.5660        -438.9331    -442.2757       3.3426   287.3
3.5670        -438.9269    -442.3237       3.3968   292.0
3.5680        -438.9232    -442.3683       3.4452   296.1
3.5690        -438.9218    -442.4090       3.4872   299.8
3.5700        -438.9224    -442.4452       3.5227   302.8
3.5710        -438.9247    -442.4769       3.5523   305.4
3.5720        -438.9283    -442.5050       3.5768   307.5
3.5730        -438.9331    -442.5308       3.5977   309.3
3.5740        -438.9388    -442.5558       3.6171   310.9
3.5750        -438.9456    -442.5825       3.6369   312.6
3.5760        -438.9533    -442.6127       3.6594   314.6
3.5770        -438.9623    -442.6488       3.6865   316.9
3.5780        -438.9728    -442.6921       3.7193   319.7
3.5790        -438.9850    -442.7435       3.7585   323.1
3.5800        -438.9993    -442.8028       3.8035   326.9
3.5810        -439.0160    -442.8691       3.8531   331.2
3.5820        -439.0352    -442.9404       3.9052   335.7
3.5830        -439.0570    -443.0141       3.9571   340.2
3.5840        -439.0813    -443.0871       4.0058   344.3
3.5850        -439.1080    -443.1561       4.0481   348.0
3.5860        -439.1366    -443.2178       4.0812   350.8
3.5870        -439.1667    -443.2692       4.1026   352.7
3.5880        -439.1975    -443.3079       4.1104   353.3
3.5890        -439.2285    -443.3323       4.1038   352.8
3.5900        -439.2588    -443.3414       4.0826   350.9
3.5910        -439.2877    -443.3351       4.0474   347.9
3.5920        -439.3147    -443.3142       3.9995   343.8
3.5930        -439.3391    -443.2800       3.9409   338.8
3.5940        -439.3603    -443.2341       3.8738   333.0
3.5950        -439.3780    -443.1787       3.8007   326.7
3.5960        -439.3920    -443.1162       3.7242   320.1
3.5970        -439.4022    -443.0491       3.6469   313.5
3.5980        -439.4085    -442.9799       3.5715   307.0
3.5990        -439.4111    -442.9113       3.5002   300.9
3.6000        -439.4103    -442.8455       3.4352   295.3
3.6010        -439.4064    -442.7845       3.3781   290.4
3.6020        -439.3998    -442.7297       3.3299   286.2
3.6030        -439.3910    -442.6824       3.2914   282.9
3.6040        -439.3804    -442.6430       3.2626   280.5
3.6050        -439.3686    -442.6121       3.2434   278.8
3.6060        -439.3560    -442.5893       3.2332   277.9
3.6070        -439.3431    -442.5744       3.2312   277.8
3.6080        -439.3303    -442.5668       3.2365   278.2
3.6090        -439.3178    -442.5656       3.2478   279.2
3.6100        -439.3060    -442.5701       3.2641   280.6
3.6110        -439.2951    -442.5792       3.2841   282.3
3.6120        -439.2852    -442.5918       3.3066   284.2
3.6130        -439.2766    -442.6070       3.3304   286.3
3.6140        -439.2691    -442.6236       3.3545   288.4
3.6150        -439.2627    -442.6406       3.3778   290.4
3.6160        -439.2576    -442.6569       3.3994   292.2
3.6170        -439.2534    -442.6716       3.4182   293.8
3.6180        -439.2502    -442.6837       3.4335   295.1
3.6190        -439.2476    -442.6921       3.4445   296.1
3.6200        -439.2455    -442.6960       3.4506   296.6
3.6210        -439.2435    -442.6946       3.4511   296.7
3.6220        -439.2415    -442.6871       3.4456   296.2
3.6230        -439.2391    -442.6730       3.4339   295.2
3.6240        -439.2359    -442.6520       3.4161   293.6
3.6250        -439.2318    -442.6242       3.3924   291.6
3.6260        -439.2264    -442.5899       3.3635   289.1
3.6270        -439.2194    -442.5497       3.3303   286.3
3.6280        -439.2107    -442.5043       3.2936   283.1
3.6290        -439.2001    -442.4540       3.2540   279.7
3.6300        -439.1874    -442.3994       3.2119   276.1
3.6310        -439.1726    -442.3404       3.1678   272.3
3.6320        -439.1556    -442.2776       3.1220   268.4
3.6330        -439.1363    -442.2117       3.0754   264.4
3.6340        -439.1146    -442.1439       3.0292   260.4
3.6350        -439.0906    -442.0754       2.9847   256.6
3.6360        -439.0645    -442.0079       2.9434   253.0
3.6370        -439.0365    -441.9430       2.9066   249.8
3.6380        -439.0067    -441.8821       2.8755   247.2
3.6390        -438.9754    -441.8265       2.8511   245.1
3.6400        -438.9431    -441.7773       2.8342   243.6
3.6410        -438.9101    -441.7354       2.8253   242.9
3.6420        -438.8768    -441.7016       2.8248   242.8
3.6430        -438.8437    -441.6764       2.8327   243.5
3.6440        -438.8111    -441.6602       2.8491   244.9
3.6450        -438.7795    -441.6531       2.8736   247.0
3.6460        -438.7493    -441.6552       2.9059   249.8
3.6470        -438.7209    -441.6661       2.9452   253.2
3.6480        -438.6945    -441.6852       2.9907   257.1
3.6490        -438.6705    -441.7119       3.0413   261.4
3.6500        -438.6492    -441.7449       3.0957   266.1
3.6510        -438.6306    -441.7830       3.1524   271.0
3.6520        -438.6149    -441.8248       3.2099   275.9
3.6530        -438.6020    -441.8684       3.2664   280.8
3.6540        -438.5919    -441.9121       3.3202   285.4
3.6550        -438.5844    -441.9541       3.3696   289.7
3.6560        -438.5793    -441.9924       3.4131   293.4
3.6570        -438.5762    -442.0255       3.4492   296.5
3.6580        -438.5748    -442.0516       3.4769   298.9
3.6590        -438.5745    -442.0696       3.4952   300.4
3.6600        -438.5750    -442.0787       3.5037   301.2
3.6610        -438.5757    -442.0783       3.5026   301.1
3.6620        -438.5761    -442.0687       3.4926   300.2
3.6630        -438.5760    -442.0513       3.4753   298.7
3.6640        -438.5748    -442.0277       3.4529   296.8
3.6650        -438.5724    -441.9996       3.4272   294.6
3.6660        -438.5687    -441.9676       3.3988   292.2
3.6670        -438.5636    -441.9313       3.3678   289.5
3.6680        -438.5568    -441.8904       3.3337   286.6
3.6690        -438.5482    -441.8448       3.2965   283.4
3.6700        -438.5378    -441.7946       3.2568   280.0
3.6710        -438.5253    -441.7406       3.2154   276.4
3.6720        -438.5107    -441.6841       3.1733   272.8
3.6730        -438.4941    -441.6262       3.1322   269.2
3.6740        -438.4753    -441.5688       3.0934   265.9
3.6750        -438.4548    -441.5134       3.0587   262.9
3.6760        -438.4326    -441.4620       3.0294   260.4
3.6770        -438.4091    -441.4162       3.0071   258.5
3.6780        -438.3846    -441.3775       2.9929   257.3
3.6790        -438.3596    -441.3473       2.9876   256.8
3.6800        -438.3346    -441.3265       2.9920   257.2
3.6810        -438.3099    -441.3160       3.0061   258.4
3.6820        -438.2861    -441.3161       3.0300   260.5
3.6830        -438.2638    -441.3268       3.0630   263.3
3.6840        -438.2432    -441.3477       3.1044   266.9
3.6850        -438.2249    -441.3781       3.1532   271.1
3.6860        -438.2091    -441.4175       3.2083   275.8
3.6870        -438.1962    -441.4649       3.2687   281.0
3.6880        -438.1864    -441.5195       3.3331   286.5
